year,provider_state,provider_type,hcpcs_code,hcpcs_description,place_of_service,line_count,provider_count,beneficiaries,services,estimated_medicare_payment,average_services_per_beneficiary,average_charge_to_allowed_ratio
2023,IL,Anesthesiology,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,20,20,836,1101.0,127536.55999876,1.288265585248888,3.6844351133215527
2024,IL,Neurosurgery,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,41,41,1299,2013.0,126951.439999886,1.407095302834372,2.7642911020163066
2023,IL,Neurosurgery,99203,"New patient office or other outpatient visit, 30-44 minutes",O,47,47,1478,1478.0,126772.139999991,1.0,2.635984448707979
2024,IL,Sleep Medicine,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,24,24,1759,2040.0,126543.86999978201,1.1344298522593417,2.283447066324989
2023,IN,Physician Assistant,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,64,64,2630,3227.0,126335.840000273,1.2240015827229123,2.917819114895251
2023,IN,Gastroenterology,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,38,38,1520,1910.0,126037.910000167,1.1914992173615737,2.161774673897409
2024,IL,Anesthesiology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,33,33,1724,2586.0,126011.390000385,1.27032199454434,3.6277835011063186
2023,IL,Certified Clinical Nurse Specialist,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,11,11,701,1308.0,125819.920000519,1.812548403331501,2.5854398880713525
2024,IL,Family Practice,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,33,33,1285,1285.0,125122.81000027701,1.0,3.2148529783564537
2024,IL,Anesthesiology,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,13,13,435,900.0,125083.630001655,1.8001704500226825,2.4695974781281795
2023,IN,Medical Oncology,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,11,11,614,1270.0,125055.279999746,1.9935329950333769,2.04152664454234
2023,IN,Gastroenterology,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,30,30,840,1028.0,124883.76999976,1.1421823610691362,1.8046835442262945
2024,IL,Podiatry,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,28,28,630,949.0,124584.439998639,1.436598667975099,1.8832606151092135
2023,IL,Hematology-Oncology,99204,"New patient office or other outpatient visit, 45-59 minutes",F,46,46,1260,1260.0,123885.889999863,1.0,2.719002729090394
2023,IN,Colorectal Surgery (Proctology),99213,"Established patient office or other outpatient visit, 20-29 minutes",O,33,33,1631,2024.0,123559.749999943,1.2168802155798697,1.9703518571409413
2023,IN,Certified Clinical Nurse Specialist,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,16,16,1548,2558.0,123045.010000071,1.851182209912901,1.8574816518371968
2024,IL,Anesthesiology,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,19,19,776,1084.0,122736.06000077,1.371626609609935,3.1996322811529496
2024,IL,Dermatology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,26,26,2047,2507.0,122632.239999678,1.1852534619778181,3.219780048839688
2023,IN,Physical Medicine and Rehabilitation,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,21,21,670,1000.0,122611.94999950001,1.4344849001841098,1.7290356269601241
2023,IN,Vascular Surgery,99203,"New patient office or other outpatient visit, 30-44 minutes",O,40,40,1651,1651.0,122462.369999959,1.0,1.885158215235657
2024,IL,Colorectal Surgery (Proctology),99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,24,24,825,1897.0,121715.45999976,2.1196003095380047,3.0372507846412575
2024,IL,Ophthalmology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,31,31,1310,1310.0,121155.090000015,1.0,4.0317483936332685
2023,IL,Sleep Medicine,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,15,15,643,887.0,120793.39999922001,1.280372126154354,2.372161784175081
2024,IN,Hospitalist,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,11,11,1106,1185.0,120401.979998457,1.0588916402953379,1.6607044543365461
2024,IL,Podiatry,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,33,33,2060,2061.0,120177.040000039,1.0000962000962,3.169385205650462
2024,IN,Podiatry,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,25,25,830,1779.0,119849.009999981,2.136073697948191,2.3141882606388737
2024,IN,Gastroenterology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,40,40,1438,1838.0,119605.239999947,1.1986158205419457,2.228466059350484
2024,IN,Gastroenterology,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,24,24,762,972.0,119465.9199997,1.209934889646419,1.8135747378270368
2024,IN,Thoracic Surgery,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,31,31,1038,1038.0,119294.980000074,1.0,2.1175151029287775
2024,IL,Neuropsychiatry,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,13,13,626,864.0,119256.05000037,1.299279984503241,2.2524820589876806
2024,IN,Medical Oncology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,22,22,1782,2660.0,118361.129999772,1.4712054322549741,2.1841536770000385
2023,IL,Nurse Practitioner,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,232,232,11343,12610.0,118072.6900001217,1.047243972355099,6.553138249637969
2024,IL,Neuropsychiatry,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,16,16,1025,1243.0,117977.640000265,1.177230834167644,2.3641455632818906
2023,IL,Dermatology,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,20,20,676,854.0,117046.72000034,1.2664525457620877,2.060343093439231
2023,IL,Physical Medicine and Rehabilitation,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,27,27,889,1046.0,116960.79999927,1.1698791737017555,2.2681622179968297
2023,IL,Podiatry,99203,"New patient office or other outpatient visit, 30-44 minutes",F,38,38,1892,1893.0,116686.930000186,1.001012145748988,2.85977592806305
2024,IN,Internal Medicine,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,40,40,1317,1317.0,116195.570000077,1.0,2.0420763118478304
2023,IL,Thoracic Surgery,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,17,17,685,836.0,116048.45000106,1.1651310045898224,2.2446053487437885
2024,IL,Micrographic Dermatologic Surgery,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,7,7,1373,1773.0,115828.04999982001,1.1670491028712389,1.810358924520578
2023,IN,General Surgery,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,42,42,825,915.0,115698.34999916,1.0864087432702225,1.7144368933325833
2024,IL,Gastroenterology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,63,63,1971,2338.0,115667.650000036,1.1315519249413002,2.6931175907485705
2024,IL,Optometry,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,15,15,1343,1585.0,114854.819999798,1.1648945321811597,3.5110672566101155
2023,IL,Thoracic Surgery,99204,"New patient office or other outpatient visit, 45-59 minutes",O,16,16,900,900.0,114547.3400007,1.0,2.6398363906793385
2024,IN,Colorectal Surgery (Proctology),99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,33,33,1538,1903.0,114484.56999998,1.2191840763633834,2.0231278352987223
2023,IN,Osteopathic Manipulative Medicine,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,12,12,851,1401.0,114111.339999992,1.5538565606060386,1.5721043307486327
2024,IN,Cardiology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,36,36,2402,2767.0,113661.15999990799,1.0900796434840538,2.5905785007749023
2024,IN,Colorectal Surgery (Proctology),99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,33,33,1013,1013.0,113656.21000117299,1.0,2.186848074081136
2024,IL,Obstetrics & Gynecology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,85,85,1477,1477.0,113262.089999958,1.0,2.397836353517484
2024,IL,Plastic and Reconstructive Surgery,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,29,29,975,1246.0,113073.91000018,1.219967307315496,2.558081842560805
2024,IL,Hospice and Palliative Care,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,12,12,415,810.0,112930.13000003,1.7773918021314807,2.002463672075423
2023,IL,Pulmonary Disease,99203,"New patient office or other outpatient visit, 30-44 minutes",O,40,40,1402,1402.0,112772.630000019,1.0,2.2810599587130724
2023,IL,Gynecological Oncology,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,10,10,362,787.0,112670.29000164999,2.0156692541026118,2.3725444262344193
2023,IN,Neurosurgery,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,15,15,722,886.0,112074.08000049001,1.166454973721522,2.029925800909952
2024,IN,Critical Care (Intensivists),99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,14,14,631,870.0,111698.22000002999,1.2877619060637815,1.788728213542177
2023,IN,Radiation Oncology,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,32,32,876,1068.0,111273.85999873199,1.1858631777839963,2.407783292501277
2024,IL,General Surgery,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,60,60,1831,1831.0,110176.720000036,1.0,3.1133061864492944
2024,IL,Geriatric Medicine,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,18,18,673,1748.0,110129.470000182,2.161830846590357,2.6837708768041244
2023,IL,Interventional Pain Management,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,5,5,622,1430.0,110109.84000009,1.8686137074062312,2.535713882164408
2024,IL,Pulmonary Disease,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,43,43,1429,1429.0,110014.879999953,1.0,2.297519468251582
2024,IL,Medical Oncology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,20,20,1367,2328.0,109959.820000082,1.704754448317703,3.3367470109815374
2024,IL,Colorectal Surgery (Proctology),99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,30,30,1252,1694.0,109957.369999777,1.262596566692863,2.6492503965368828
2023,IL,Podiatry,97110,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",O,17,17,626,5292.0,109719.209999671,7.830020822810371,2.8302447957177996
2023,IL,Micrographic Dermatologic Surgery,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,7,7,1322,1677.0,109637.819999665,1.1835300538827813,1.7894459321695109
2023,IN,Internal Medicine,99204,"New patient office or other outpatient visit, 45-59 minutes",F,35,35,1194,1195.0,109255.990000257,1.0004140786749482,2.0523878632416395
2023,IN,Cardiac Surgery,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,9,9,1131,1316.0,108828.869999922,1.1005107106440581,1.5878528335939237
2024,IN,Physical Medicine and Rehabilitation,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,18,18,579,903.0,108645.98999896,1.4448386576404588,1.7312278958641059
2023,IL,Family Practice,99204,"New patient office or other outpatient visit, 45-59 minutes",F,24,24,1055,1055.0,108402.329998537,1.0,3.0331152795112732
2023,IN,Geriatric Medicine,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,9,9,645,939.0,108240.03000001,1.4067581601691472,1.6956196773111245
2024,IL,Vascular Surgery,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,32,32,892,1680.0,108232.910000169,1.7327013890677698,2.7591943513930244
2023,IN,Emergency Medicine,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,15,15,695,1849.0,107821.770000332,1.9617705964308398,2.603822488023609
2023,IN,Colorectal Surgery (Proctology),99204,"New patient office or other outpatient visit, 45-59 minutes",O,26,26,996,996.0,107712.1000007,1.0,2.1939872785724295
2024,IL,Pain Management,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,25,25,1300,1300.0,107679.989999989,1.0,2.740699893557701
2023,IL,Surgical Oncology,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,21,21,947,1136.0,107321.060000068,1.1789345728654668,2.2694878091338366
2024,IL,Infectious Disease,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,29,29,680,948.0,107299.44000067,1.3461209267675516,2.7125520395373286
2024,IN,General Surgery,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,41,41,1197,1197.0,107197.550000079,1.0,2.3165514357264376
2023,IL,Sports Medicine,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,16,16,1520,2059.0,106743.990000048,1.291853228196624,1.5776523342334363
2024,IN,Hematology-Oncology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,45,45,1165,1165.0,106651.390000155,1.0,2.571660501596156
2024,IN,Critical Care (Intensivists),99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,28,28,967,967.0,106587.119999356,1.0,1.9143900278612889
2023,IL,Allergy/ Immunology,99203,"New patient office or other outpatient visit, 30-44 minutes",O,44,44,1297,1297.0,106404.430000068,1.0,2.304404661050708
2024,IN,Physical Medicine and Rehabilitation,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,25,25,1376,1376.0,106196.2000001,1.0,2.43141875323737
2024,IN,Physician Assistant,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,62,62,2338,2874.0,106006.049999933,1.1732540261982256,2.974079524980831
2023,IN,Sleep Medicine,99204,"New patient office or other outpatient visit, 45-59 minutes",O,12,12,974,974.0,105663.389998445,1.0,1.9294608554273829
2023,IL,Optometry,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,11,11,1131,1470.0,105577.849999606,1.193724124277851,3.256086943568047
2024,IL,Sports Medicine,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,15,15,1067,1067.0,105399.540001328,1.0,2.2677206565899
2024,IL,Cardiology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,51,51,1373,1373.0,105309.750000098,1.0,2.441817301535072
2023,IN,Physician Assistant,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,21,21,889,1200.0,105184.74999968699,1.1593153811236552,2.760566643986004
2023,IL,Infectious Disease,99204,"New patient office or other outpatient visit, 45-59 minutes",O,35,35,822,823.0,104933.63000021799,1.0011428571428571,2.279439576862933
2023,IL,Colorectal Surgery (Proctology),99204,"New patient office or other outpatient visit, 45-59 minutes",O,27,27,875,875.0,104873.24999999,1.0,2.7907946458229866
2023,IL,Colorectal Surgery (Proctology),99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,25,25,829,1634.0,104848.72000023299,1.8767561985068613,2.8184189965066957
2023,IL,Otolaryngology,99203,"New patient office or other outpatient visit, 30-44 minutes",F,40,40,1716,1716.0,104649.389999957,1.0,3.2451332173919525
2024,IN,Nurse Practitioner,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,195,195,12039,13448.0,104266.6300000011,1.0655889133999719,5.108872036607532
2024,IL,Cardiac Surgery,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,14,14,841,841.0,103712.66999893,1.0,2.3990561273893856
2024,IN,General Surgery,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,34,34,714,837.0,103673.539999508,1.136266135605492,1.9317181783533797
2023,IN,Otolaryngology,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,19,19,662,851.0,103616.2900004,1.2116629988194214,1.606153229008539
2024,IN,Cardiac Surgery,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,7,7,1095,1254.0,103030.489999931,1.1570970678790586,1.5718746524533969
2024,IN,Orthopedic Surgery,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,24,24,1660,2348.0,102906.650000019,1.289878634413225,1.7494721645186022
2024,IN,Vascular Surgery,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,35,35,1418,1419.0,102781.109999918,1.0016806722689076,1.9403434525334757
2024,IN,Geriatric Medicine,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,10,10,599,887.0,101982.42000142101,1.3553978752059739,1.566981105799005
2023,IL,Sports Medicine,99204,"New patient office or other outpatient visit, 45-59 minutes",F,13,13,1002,1002.0,101579.54999933,1.0,2.066005949988072
2024,IL,Obstetrics & Gynecology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,54,54,1809,2146.0,101562.180000058,1.2179436596001727,2.3215575190565843
2024,IL,Otolaryngology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",F,39,39,1693,1693.0,101273.629999943,1.0,3.1990726448136173
2024,IN,Neurology,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,26,26,823,1037.0,101055.020000319,1.261188576986721,1.9558581075193915
2024,IL,Osteopathic Manipulative Medicine,99285,Emergency department visit with high level of medical decision making,F,3,3,728,769.0,100572.09999874,1.0472240033679847,6.932724983936866
2023,IN,Medical Oncology,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,13,13,1387,2266.0,100301.76000009,1.4516792365640199,2.1032269716289287
2024,IL,Urology,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,24,24,861,919.0,100156.999999958,1.057917784359395,2.9522397149603528
2024,IL,Micrographic Dermatologic Surgery,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,5,5,770,1012.0,99002.679999497,1.1291528157654815,1.7085211708206764
2023,IN,Physical Medicine and Rehabilitation,99203,"New patient office or other outpatient visit, 30-44 minutes",O,27,27,1311,1311.0,98924.02999998,1.0,2.7079528835669673
2023,IN,Radiation Oncology,99204,"New patient office or other outpatient visit, 45-59 minutes",F,27,27,1033,1033.0,98887.630000174,1.0,2.987525819291343
2024,IN,Radiation Oncology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,23,23,1499,1844.0,98342.649999918,1.1915004281461201,2.0287174015386804
2023,IL,Certified Nurse Midwife,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,2,2,766,1336.0,97868.159999958,1.4623337446866858,2.074079391372973
2023,IN,Vascular Surgery,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,16,16,634,782.0,97781.24000024,1.1328750582147322,1.4285383000330312
2023,IN,Nurse Practitioner,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,183,183,10990,12322.0,97724.3900000317,1.0671941334408226,5.002298326919754
2024,IN,Colorectal Surgery (Proctology),99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,26,26,884,1108.0,97518.629999756,1.2143241071849198,2.084850264902173
2024,IL,Rheumatology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,31,31,1016,1016.0,97418.370000377,1.0,2.7014479932886335
2024,IL,Radiation Oncology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,17,17,797,797.0,97095.390000633,1.0,2.812465419249614
2024,IN,Sleep Medicine,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,14,14,1406,1694.0,97085.769999991,1.1424055563307396,1.6190273099890786
2023,IN,Neurosurgery,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,33,33,975,1643.0,96769.640000092,1.732889964425597,1.9248396966398207
2023,IL,Pediatric Medicine,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,25,25,1227,1617.0,96763.909999942,1.442963558170257,2.040442589148634
2024,IN,Geriatric Medicine,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,8,8,660,1674.0,96646.140000081,2.100583246739368,2.421980655546457
2024,IN,Medical Oncology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,19,19,959,960.0,96641.380000558,1.0005159958720329,2.1954874787479164
2024,IL,Critical Care (Intensivists),99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,10,10,722,1353.0,96388.249999756,1.4443287393494437,2.738520498950943
2023,IL,Rheumatology,99204,"New patient office or other outpatient visit, 45-59 minutes",F,28,28,964,964.0,96220.840000013,1.0,2.5263632639617115
2024,IL,Hospice and Palliative Care,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,11,11,530,1105.0,96081.94000045401,2.112223840298969,1.9820900152125782
2024,IL,Vascular Surgery,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,22,22,981,1322.0,95609.059999729,1.2400931275013436,3.0994788677542076
2024,IL,Certified Clinical Nurse Specialist,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,13,13,512,1006.0,95408.87000004601,1.4279502404502404,3.4457416727550263
2023,IL,Plastic and Reconstructive Surgery,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,6,6,457,802.0,95360.86000116,1.4921355145493076,1.9347371290372015
2024,IN,Physician Assistant,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,21,21,1251,1251.0,95329.199999933,1.0,2.83182116022012
2023,IL,Radiation Oncology,99204,"New patient office or other outpatient visit, 45-59 minutes",O,15,15,773,773.0,95287.790000437,1.0,2.707454464518099
2023,IL,Hematology,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,11,11,401,1441.0,95270.259999828,3.0802604925180614,2.3772316419484194
2023,IL,Osteopathic Manipulative Medicine,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,7,7,507,1105.0,95237.83999997399,1.9389966312019744,2.203331382776868
2023,IN,Psychiatry,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,10,10,521,1495.0,95013.99999989901,2.8024548684157007,1.6890232080830452
2023,IN,Thoracic Surgery,99204,"New patient office or other outpatient visit, 45-59 minutes",O,26,26,820,820.0,94903.77999993,1.0,2.020377795485335
2023,IN,Pain Management,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,11,11,625,1371.0,94832.140000152,1.9505548394387937,2.444133269045072
2024,IL,Colorectal Surgery (Proctology),99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,25,25,809,809.0,94537.61000008299,1.0,2.7860248183794165
2023,IN,Hospitalist,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,14,14,853,895.0,94397.289999518,1.0472374371115791,1.8019157729209347
2024,IL,Hospitalist,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,27,27,761,761.0,94335.04000074,1.0,2.048401309362253
2024,IL,Allergy/ Immunology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,42,42,1189,1189.0,94173.180000063,1.0,2.4290758877187697
2024,IN,Emergency Medicine,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,8,8,564,1645.0,93967.049999925,2.781369965830975,1.9734269876883659
2023,IL,Colorectal Surgery (Proctology),99214,"Established patient office or other outpatient visit, 30-39 minutes",O,23,23,790,991.0,93859.759999247,1.199297636053419,2.436497284505858
2023,IN,Sleep Medicine,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,10,10,1358,1614.0,93762.420000027,1.1443689396050822,1.7202655547702328
2023,IN,Plastic and Reconstructive Surgery,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,19,19,1065,1613.0,93642.419999921,1.4042517498058513,1.8160035245672344
2024,IN,Interventional Pain Management,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,4,4,219,740.0,93362.8400024,2.4603198653198652,2.008438213104894
2023,IN,Physician Assistant,99204,"New patient office or other outpatient visit, 45-59 minutes",F,20,20,1171,1171.0,93149.099999992,1.0,2.851099037038507
2023,IL,Dermatology,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,30,30,1606,1879.0,92548.520000346,1.12716109210915,2.9749029726572926
2023,IN,Plastic and Reconstructive Surgery,99203,"New patient office or other outpatient visit, 30-44 minutes",O,21,21,1286,1286.0,92514.02000000399,1.0,1.922886923760514
2023,IL,Pain Management,99204,"New patient office or other outpatient visit, 45-59 minutes",F,14,14,898,898.0,92463.14999977499,1.0,3.5452701993083418
2024,IL,Surgical Oncology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,17,17,815,972.0,92252.289999548,1.1244343159696912,2.2686935004660542
2023,IN,Colorectal Surgery (Proctology),99214,"Established patient office or other outpatient visit, 30-39 minutes",O,27,27,864,1049.0,92151.359999988,1.1541586119378662,2.0071402175197552
2023,IN,Geriatric Medicine,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,6,6,622,1572.0,91874.289999848,2.2580909143648618,1.86138810183063
2024,IN,Hospice and Palliative Care,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,8,8,546,1143.0,91788.38999975,1.7638739711371896,1.6923843577390145
2024,IN,Physician Assistant,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,23,23,796,1070.0,91693.579999801,1.1679275926398602,2.566700092039017
2023,IN,Pediatric Medicine,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,6,6,795,1212.0,91453.739999929,1.4707873315533433,2.10205668708752
2024,IL,Infectious Disease,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,34,34,737,738.0,91331.949999739,1.0012254901960784,2.2461998860798165
2023,IN,Physical Medicine and Rehabilitation,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,15,15,785,1351.0,91304.76999988,1.5338540651010433,2.4918179171900596
2023,IL,Infectious Disease,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,27,27,629,816.0,91212.55000049,1.2659983183763484,2.5785866449888766
2024,IN,Physical Medicine and Rehabilitation,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,12,12,747,1379.0,91076.30000002599,1.5758910412020197,2.551001815127971
2023,IL,Pain Management,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,12,12,419,698.0,90971.27000007001,1.3575590068600498,2.402356076068731
2023,IN,Cardiology,99203,"New patient office or other outpatient visit, 30-44 minutes",O,51,51,1272,1272.0,90913.410000039,1.0,1.9395579231863895
2024,IN,Radiation Oncology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,25,25,959,959.0,90892.889999279,1.0,3.0521546264456805
2024,IL,Interventional Cardiology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,25,25,895,895.0,89894.099999416,1.0,2.859718030309523
2024,IL,Pediatric Medicine,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,29,29,1202,1547.0,89271.980000042,1.3078729925331516,2.1512589694347524
