provider_state,provider_city,market,records,providers,service_families,services,estimated_payment,median_charge_to_allowed_ratio,top_priority_records
IL,PRINCETON,"PRINCETON, IL",37,18,5,5190,263091.11999989,2.713220970681727,0
IL,FREEBURG,"FREEBURG, IL",11,8,2,5152,156961.990001121,1.4911005348216397,1
IN,LOWELL,"LOWELL, IN",24,13,4,5134,203522.800000236,2.4256889160468162,4
IN,WABASH,"WABASH, IN",49,22,3,5111,333144.49000129197,1.9056799869955845,3
IL,HILLSBORO,"HILLSBORO, IL",10,5,3,5106,133808.669998596,1.072603395637262,1
IL,MONEE,"MONEE, IL",12,6,4,5030,168885.019998374,2.0599372265108453,3
IL,ROCHELLE,"ROCHELLE, IL",54,20,5,5029,361935.0099998392,2.2158150552658507,3
IL,COAL CITY,"COAL CITY, IL",16,9,5,5008,256298.06000011798,1.9573530049649412,2
IL,NORRIS CITY,"NORRIS CITY, IL",3,2,2,4997,79269.31999896,2.5358982231757525,1
IL,BETHALTO,"BETHALTO, IL",40,16,4,4920,319350.8600006963,2.216268603446288,3
IN,TELL CITY,"TELL CITY, IN",27,19,6,4877,296275.999999993,2.4727028387975616,5
IL,BREESE,"BREESE, IL",35,14,5,4861,246170.969999652,2.0057374429947004,2
IN,DEMOTTE,"DEMOTTE, IN",25,10,3,4809,306428.899999615,1.9764222069910897,6
IL,LAKE VILLA,"LAKE VILLA, IL",27,16,5,4749,220169.670000555,2.5386580121913638,1
IL,ANNA,"ANNA, IL",18,9,5,4676,221427.590000189,1.5147120318528522,2
IN,CLINTON,"CLINTON, IN",31,15,5,4660,256938.369999734,1.8590438487382992,3
IL,GIBSON CITY,"GIBSON CITY, IL",76,26,3,4656,298917.40999992803,1.730837433154471,0
IL,BROOKFIELD,"BROOKFIELD, IL",21,9,5,4655,291266.869999383,1.7382698005145691,5
IN,SULLIVAN,"SULLIVAN, IN",34,18,4,4651,250359.549999956,2.801890704853695,2
IL,CRETE,"CRETE, IL",9,5,3,4609,176492.570000586,1.1090680796046468,3
IL,FOREST PARK,"FOREST PARK, IL",34,20,5,4576,259781.589999596,1.8877436167143418,4
IL,MOUNDS,"MOUNDS, IL",2,2,1,4554,82019.40999936301,3.1297283810735332,2
IN,GREENDALE,"GREENDALE, IN",40,13,4,4499,300260.97999985877,2.9672069438978994,3
IN,WHITELAND,"WHITELAND, IN",39,15,3,4450,270982.320000186,1.6660336515496443,2
IL,BENSENVILLE,"BENSENVILLE, IL",21,13,4,4444,136544.830000447,1.7511152265820729,1
IL,CLARENDON HILLS,"CLARENDON HILLS, IL",19,10,5,4404,338381.769999447,2.2415780709619573,6
IN,DELPHI,"DELPHI, IN",16,9,3,4384,126149.709999546,1.5125067197801119,2
IN,NAPPANEE,"NAPPANEE, IN",42,21,4,4365,245320.7500001354,2.085111462463239,2
IL,CHANNAHON,"CHANNAHON, IL",41,14,4,4231,256396.719999718,1.1163438671844974,1
IL,TUSCOLA,"TUSCOLA, IL",17,10,4,4219,191252.899999965,2.055697494220926,2
IL,MURPHYSBORO,"MURPHYSBORO, IL",29,15,4,4182,303677.880000662,2.290860062034853,3
IL,SPRING GROVE,"SPRING GROVE, IL",1,1,1,4164,74896.930000704,2.715841833867882,1
IL,HARVARD,"HARVARD, IL",23,12,5,4149,208098.88999942702,3.2698900591594473,3
IL,LINCOLN,"LINCOLN, IL",36,17,3,4088,269990.64999942103,2.8982664154946094,1
IL,KENILWORTH,"KENILWORTH, IL",20,8,3,4085,195166.379999239,1.2310945622967062,0
IL,HILLSIDE,"HILLSIDE, IL",13,5,4,4076,345572.830007781,1.7267592001584624,1
IL,PARIS,"PARIS, IL",27,14,4,4069,302363.780000101,2.1191951948745493,1
IL,METROPOLIS,"METROPOLIS, IL",18,9,3,4064,245440.609999903,1.960460280148387,1
IN,AURORA,"AURORA, IN",26,11,4,4059,295017.160001222,2.478737546437909,3
IL,EAST DUNDEE,"EAST DUNDEE, IL",21,6,4,4040,297123.1699984374,1.8895902298966119,3
IL,MANHATTAN,"MANHATTAN, IL",10,6,3,3996,107577.209998997,2.560123038513355,2
IL,GALENA,"GALENA, IL",28,9,5,3958,239664.2100008021,2.1507178632676682,4
IL,OREGON,"OREGON, IL",13,7,3,3935,127524.81999989,1.0310161689700437,2
IL,VILLA PARK,"VILLA PARK, IL",25,12,4,3919,169143.749999857,1.8646374036184044,2
IN,ROANOKE,"ROANOKE, IN",38,15,3,3910,287357.77999982843,1.5987693942087722,5
IN,MARTINSVILLE,"MARTINSVILLE, IN",31,15,3,3890,221519.979999601,1.7782661691079706,2
IN,ST JOHN,"ST JOHN, IN",16,6,3,3886,261418.38999961398,2.275009284176745,3
IL,WEST FRANKFORT,"WEST FRANKFORT, IL",16,7,4,3882,130211.850000133,2.337064263039106,1
IN,BOONVILLE,"BOONVILLE, IN",37,16,4,3847,253863.649999304,1.6253753124136159,5
IL,FOX LAKE,"FOX LAKE, IL",8,8,2,3837,72821.190000151,4.321959083245291,1
IL,DIAMOND,"DIAMOND, IL",20,6,4,3814,192264.680000259,2.078031521751896,1
IL,HANOVER PARK,"HANOVER PARK, IL",18,11,6,3798,155906.669999101,2.6141147175550055,2
IL,ROCKTON,"ROCKTON, IL",6,5,3,3793,69478.249999821,4.244515313486529,0
IN,RUSHVILLE,"RUSHVILLE, IN",34,21,4,3790,215877.689999415,1.3586115789614575,1
IL,BYRON,"BYRON, IL",21,8,4,3779,147942.0900004914,1.9775596424508561,1
IL,CHATHAM,"CHATHAM, IL",41,19,3,3770,275008.0000004895,2.819119879588243,4
IL,CHILLICOTHE,"CHILLICOTHE, IL",21,8,4,3768,206163.84000026,2.81456549841817,3
IN,MONROE CITY,"MONROE CITY, IN",8,3,3,3766,258000.5500007528,1.3149421117676985,4
IL,DU QUOIN,"DU QUOIN, IL",22,12,4,3729,151382.499999022,2.173476309449586,1
IL,HINES,"HINES, IL",22,10,5,3726,233023.020000147,2.8077636798242596,2
IN,WINFIELD,"WINFIELD, IN",12,9,3,3636,66245.929999551,4.157423014643493,1
IN,SALEM,"SALEM, IN",35,19,4,3634,233285.02000049,1.6965480507808668,1
IN,MIDDLEBURY,"MIDDLEBURY, IN",9,5,2,3602,105141.930000905,2.275085908203103,2
IL,OFALLON,"OFALLON, IL",4,2,3,3595,69895.210000376,4.106091408128537,1
IL,BLUE ISLAND,"BLUE ISLAND, IL",39,23,5,3556,379455.669998656,1.9164965934590354,2
IN,CAMBY,"CAMBY, IN",23,13,3,3522,180500.5200006695,2.463701465162069,2
IN,WINCHESTER,"WINCHESTER, IN",18,8,3,3494,231695.590000235,2.9320166833814882,4
IL,HARRISBURG,"HARRISBURG, IL",32,18,6,3488,212987.330001054,2.266037712957626,2
IL,WINNEBAGO,"WINNEBAGO, IL",9,5,3,3487,113223.829998911,2.5813595321260685,2
IN,RUSSIAVILLE,"RUSSIAVILLE, IN",22,9,2,3436,216058.309999877,1.7360211535399894,2
IL,CLIFTON,"CLIFTON, IL",12,3,4,3357,254130.299999911,2.005903493622963,3
IL,WILLOW SPRINGS,"WILLOW SPRINGS, IL",4,4,2,3350,67848.149999576,3.4737693319026977,0
IN,SPENCER,"SPENCER, IN",25,10,2,3348,199245.080000023,1.7713181941458103,0
IL,TAYLORVILLE,"TAYLORVILLE, IL",25,9,3,3295,232705.049999498,1.9756594982679383,2
IN,GRIFFITH,"GRIFFITH, IN",28,10,4,3248,106041.2399999476,1.7007619342200209,1
IL,CARLYLE,"CARLYLE, IL",12,7,4,3235,134901.44999705598,2.3629659590809533,2
IN,PENDLETON,"PENDLETON, IN",29,13,2,3234,208418.82000022102,1.696191962199833,2
IL,SAVOY,"SAVOY, IL",12,8,2,3220,87443.959999871,2.1292953704418007,2
IN,ROCHESTER,"ROCHESTER, IN",23,14,5,3130,212691.849999825,1.6747183527471496,3
IL,HICKORY HILLS,"HICKORY HILLS, IL",26,14,4,3126,131133.459999757,2.627577347608981,0
IL,JERSEYVILLE,"JERSEYVILLE, IL",37,12,5,3104,235660.6899991676,2.9869661057304584,4
IL,FAIRFIELD,"FAIRFIELD, IL",19,12,4,3057,181618.570000003,2.289151593710822,1
IL,BENTON,"BENTON, IL",17,8,5,3045,139533.41000034602,2.1982673957841987,2
IL,CASEY,"CASEY, IL",7,4,3,2956,82427.779998985,1.4936364705814205,1
IL,MASCOUTAH,"MASCOUTAH, IL",21,8,5,2943,193434.950000094,1.727075562877175,1
IL,CARTHAGE,"CARTHAGE, IL",2,2,1,2938,54080.050000556,4.072476464050549,1
IL,THIRD LAKE,"THIRD LAKE, IL",10,8,3,2933,58354.490000191996,2.373678819006572,0
IL,CHRISTOPHER,"CHRISTOPHER, IL",1,1,1,2888,53388.050001424,2.3067343893926604,1
IL,GLENDALE HEIGHTS,"GLENDALE HEIGHTS, IL",22,10,4,2869,251605.050000226,2.05523623510455,2
IN,YORKTOWN,"YORKTOWN, IN",17,7,2,2826,205734.75000003199,1.7697646949516452,3
IL,MT. VERNON,"MT. VERNON, IL",6,1,4,2806,220833.93999992902,1.6832033249763843,1
IL,FRANKLIN PARK,"FRANKLIN PARK, IL",14,8,4,2789,194056.090000443,1.3433604186451888,3
IN,MCCORDSVILLE,"MCCORDSVILLE, IN",20,9,3,2785,146483.610000104,1.350012014707493,3
IN,BERNE,"BERNE, IN",10,5,2,2768,173618.3799999238,1.1391363911175953,1
IN,NORTH MANCHESTER,"NORTH MANCHESTER, IN",12,6,3,2766,130257.099999826,1.7334795456008507,1
IL,STREAMWOOD,"STREAMWOOD, IL",22,14,6,2746,160714.7500000145,2.045384441300204,1
IL,MENDOTA,"MENDOTA, IL",14,10,4,2708,77944.789999266,2.8778693900354693,0
IL,PARK FOREST,"PARK FOREST, IL",10,2,4,2683,179718.929998949,1.9595017463023954,2
IN,KNOX,"KNOX, IN",17,8,4,2654,130285.65000022159,2.7890184061841317,3
IN,BEECH GROVE,"BEECH GROVE, IN",29,12,3,2610,178249.289998631,2.1465076661024645,3
IL,MARSHALL,"MARSHALL, IL",3,2,3,2608,54902.89000036899,1.2051685661420752,1
IL,WATERMAN,"WATERMAN, IL",4,3,2,2570,54157.429999998,2.4060809187504413,1
IL,EAST PEORIA,"EAST PEORIA, IL",24,17,3,2549,86489.129999607,2.81312962372468,0
IL,ELDORADO,"ELDORADO, IL",27,15,4,2539,180123.249999932,2.1465402821423267,4
IL,O'FALLON,"O'FALLON, IL",18,8,3,2536,195676.169998822,1.9780815851994193,1
IL,SAVANNA,"SAVANNA, IL",4,3,2,2535,76822.209999877,1.850875702687905,1
IL,FULTON,"FULTON, IL",8,4,1,2508,158813.120000205,2.2130754405043485,2
IL,BUNKER HILL,"BUNKER HILL, IL",3,3,1,2502,39919.850000545994,3.0011120910807096,1
IN,LAPORTE,"LAPORTE, IN",18,9,3,2496,126268.460000132,2.2892515757522602,1
IN,NEW HAVEN,"NEW HAVEN, IN",20,13,2,2492,112640.239999912,1.6470840473329442,0
IL,RED BUD,"RED BUD, IL",13,8,6,2470,94706.24999962919,2.58934716631863,1
IN,ROCKVILLE,"ROCKVILLE, IN",14,6,2,2462,141041.080000297,1.8511294690190923,3
IN,LEXINGTON,"LEXINGTON, IN",1,1,1,2418,119188.590000792,2.4247023622813595,1
IL,LAGRANGE,"LAGRANGE, IL",17,5,3,2416,168989.880000204,2.038291245969305,2
IL,METAMORA,"METAMORA, IL",13,6,4,2381,149155.770000034,2.129010809147439,0
IN,HARTFORD CITY,"HARTFORD CITY, IN",8,7,3,2379,82796.759999139,2.333459715938824,1
IL,LAGRANGE PARK,"LAGRANGE PARK, IL",5,1,4,2332,177555.869999866,1.4790206115761495,2
IL,ISLAND LAKE,"ISLAND LAKE, IL",6,2,4,2327,152844.2399990795,1.994630331537751,1
IL,LENA,"LENA, IL",18,9,3,2305,90509.57999965,2.0746968104846637,0
IN,NEW PALESTINE,"NEW PALESTINE, IN",16,8,3,2276,128746.47999974599,1.4470423883471246,1
IL,WILMINGTON,"WILMINGTON, IL",12,4,5,2272,126320.9900003874,2.2074049584209097,2
IL,RANTOUL,"RANTOUL, IL",26,12,3,2271,146467.989999563,2.653081848350399,2
IN,ELWOOD,"ELWOOD, IN",18,10,4,2271,142901.990000533,1.7022145701597733,1
IL,NORTH RIVERSIDE,"NORTH RIVERSIDE, IL",15,10,3,2268,93257.579999724,2.8744431738271805,2
IL,CHERRY VALLEY,"CHERRY VALLEY, IL",12,4,3,2264,122112.409999587,2.418933764309526,2
IN,WEST LAFAYETTE BRA,"WEST LAFAYETTE BRA, IN",1,1,1,2239,38729.580000334994,2.5606233855163336,1
IL,NASHVILLE,"NASHVILLE, IL",17,7,2,2228,131333.819999885,2.1347311637328903,1
IN,ROCKPORT,"ROCKPORT, IN",11,4,2,2223,154111.450000405,2.075847752787389,3
IL,WHITE HALL,"WHITE HALL, IL",2,2,1,2212,36953.209999688,4.084910640607349,0
IL,HARWOOD HEIGHTS,"HARWOOD HEIGHTS, IL",11,6,5,2210,98882.9900001146,2.0407468064733902,2
IL,MARTINSVILLE,"MARTINSVILLE, IL",6,3,1,2173,114688.020000191,1.781815204769503,2
IN,WHEATFIELD,"WHEATFIELD, IN",7,3,2,2143,126360.06000048498,2.483466728391352,4
IL,ROBINSON,"ROBINSON, IL",15,8,4,2140,74928.199999759,2.1845068055788945,1
IN,SYRACUSE,"SYRACUSE, IN",19,9,3,2130,137427.319999731,1.78116192512103,2
IL,COAL VALLEY,"COAL VALLEY, IL",4,3,3,2127,97394.609999484,2.1780670619006353,2
IL,BEECHER,"BEECHER, IL",6,2,4,2105,129400.85999972721,1.7538075170920404,1
IN,FERDINAND,"FERDINAND, IN",6,3,3,2098,129819.50000013379,1.6068132554413257,2
IN,POSEYVILLE,"POSEYVILLE, IN",7,2,3,2078,125121.420000166,1.3435242132518206,2
IL,NORTH BARRINGTON,"NORTH BARRINGTON, IL",4,1,2,2067,169040.70999891812,1.3325219738858691,3
IN,BRISTOL,"BRISTOL, IN",11,4,4,2049,127795.270000239,2.297847585805701,5
IN,COVINGTON,"COVINGTON, IN",1,1,1,2034,30312.560000358,2.777200996714599,1
IL,AMBOY,"AMBOY, IL",9,3,3,2033,95542.500000071,0.9968500740533117,0
IN,UPLAND,"UPLAND, IN",12,5,3,2016,109914.40000019681,1.6847455355247338,2
IL,FLORA,"FLORA, IL",11,7,4,1997,92650.820000047,1.4216915293456835,1
IL,WOOD DALE,"WOOD DALE, IL",5,3,3,1978,68646.629999219,2.879910978623847,0
IL,RUSHVILLE,"RUSHVILLE, IL",5,3,3,1967,47990.250000775,2.654248154472648,0
IL,PROPHETSTOWN,"PROPHETSTOWN, IL",3,3,2,1964,36342.090000472,3.0063366276726007,1
IL,MILLSTADT,"MILLSTADT, IL",3,3,1,1957,30316.499999512,5.805001404889014,0
IL,PITTSFIELD,"PITTSFIELD, IL",9,8,4,1955,79059.289999738,2.2198275862068964,0
IN,SHELBURN,"SHELBURN, IN",5,1,4,1955,152946.889999393,1.512946963161351,1
IL,VIENNA,"VIENNA, IL",1,1,1,1947,34855.909999514995,2.1103590983769047,0
IL,CHICAGE,"CHICAGE, IL",3,1,2,1945,176810.709999843,1.8887287824244794,1
IL,DWIGHT,"DWIGHT, IL",8,4,3,1936,88836.699999288,1.712677819614235,1
IL,ARCOLA,"ARCOLA, IL",8,4,2,1932,58886.790000199006,1.874536306953388,0
IN,LAPEL,"LAPEL, IN",16,8,1,1931,135590.610000107,1.7328796898013317,1
IN,AVILLA,"AVILLA, IN",9,5,2,1919,127382.499999728,1.6386737096393398,2
IN,BICKNELL,"BICKNELL, IN",4,2,1,1909,131856.889999715,1.5030884993350182,2
IN,NEW SALISBURY,"NEW SALISBURY, IN",17,7,2,1906,123162.95000030499,1.4169783570585015,0
IL,ROC,"ROC, IL",4,1,3,1900,103614.78999979299,1.7274632432966406,1
IL,CLINTON,"CLINTON, IL",12,7,4,1897,63845.849999951,2.6226935434540484,1
IL,FLANAGAN,"FLANAGAN, IL",4,1,2,1876,154688.250000192,1.1736638450711294,1
IL,CARROLLTON,"CARROLLTON, IL",6,6,4,1873,48630.110000063,2.367199603893577,1
IN,ALEXANDRIA,"ALEXANDRIA, IN",14,6,1,1863,124982.619999913,1.7218450706956001,3
IL,QUINICY,"QUINICY, IL",1,1,1,1855,27801.13999943,2.7069971398960577,0
IN,LEO,"LEO, IN",9,5,3,1833,72396.970000183,1.757306867238666,1
IL,BEARDSTOWN,"BEARDSTOWN, IL",5,3,3,1829,39738.810000187,2.5734623106312338,1
IL,SULLIVAN,"SULLIVAN, IL",6,4,2,1819,75344.009999727,3.057773062861379,1
IN,GREENTOWN,"GREENTOWN, IN",11,3,3,1807,113543.04999985719,1.9633972291655168,1
IL,HOMETOWN,"HOMETOWN, IL",18,6,4,1806,150459.89000029519,2.4808921874059857,3
IL,PLANO,"PLANO, IL",17,7,4,1805,124207.690000287,1.6862170087976538,1
IL,DAVIS JUNCTION,"DAVIS JUNCTION, IL",16,5,3,1779,116255.6499999137,1.9924695740475946,0
IL,ELK GROVE VLG,"ELK GROVE VLG, IL",8,4,3,1774,161508.960000249,1.6435541825833557,2
IL,MONTICELLO,"MONTICELLO, IL",26,11,3,1774,107793.949999807,2.964538767160269,1
IL,SOUTH BARRINGTON,"SOUTH BARRINGTON, IL",15,7,4,1764,114487.51000034591,1.8498739094493113,0
IL,PEORIA HEIGHTS,"PEORIA HEIGHTS, IL",17,8,4,1751,115743.999999999,2.56377198632586,0
IL,WILLOW BROOK,"WILLOW BROOK, IL",4,3,3,1743,51092.570000787,1.352770247029599,0
IN,SHIPSHEWANA,"SHIPSHEWANA, IN",11,5,2,1723,106950.550000156,1.7605890289701178,1
IN,NEW CARLISLE,"NEW CARLISLE, IN",11,5,1,1710,117773.139999153,2.2671825328371815,3
IL,COLLINSVILLE,"COLLINSVILLE, IL",23,13,4,1700,91144.889999983,2.1957761969860665,0
IL,HAMILTON,"HAMILTON, IL",7,2,3,1699,104055.059999311,2.2641984746676678,2
IL,ROSEMONT,"ROSEMONT, IL",20,7,6,1689,84708.1999988165,1.8922362697162802,1
IN,LOOGOOTEE,"LOOGOOTEE, IN",14,6,3,1681,78943.87000006999,2.033471741334812,1
IL,NORTHLAKE,"NORTHLAKE, IL",3,2,3,1588,102772.61999958298,1.4421464505310229,1
IL,BROADVIEW,"BROADVIEW, IL",3,3,2,1564,38648.549999695,5.613363714127508,1
IL,MT. ZION,"MT. ZION, IL",8,2,2,1557,109873.739999798,1.691107258256902,0
IL,ROANOKE,"ROANOKE, IL",19,11,2,1556,94292.639999765,2.8432302694063942,0
IL,SUMMIT,"SUMMIT, IL",6,3,3,1530,126306.89000007401,1.7510952579385979,2
IN,SHERIDAN,"SHERIDAN, IN",10,5,1,1523,104623.399999756,2.5307398528668013,2
IL,PROSPECT HEIGHTS,"PROSPECT HEIGHTS, IL",3,3,2,1509,32170.420000518003,6.216921581305819,0
IL,CREVE COEUR,"CREVE COEUR, IL",3,1,1,1507,115403.789999872,1.1133567325364206,1
IL,PANA,"PANA, IL",9,6,3,1507,45504.150000145004,2.816726332520282,0
IN,FORTVILLE,"FORTVILLE, IN",16,8,2,1504,95822.4799999614,1.7025226153089799,0
IN,ORLEANS,"ORLEANS, IN",6,3,1,1501,76880.299999785,1.2989264372203502,0
IL,EAST SAINT LOUIS,"EAST SAINT LOUIS, IL",12,11,5,1496,84290.83000014,2.8693788794112933,1
IL,PAXTON,"PAXTON, IL",5,4,3,1489,33760.779999691,2.827540118318644,0
IL,POLO,"POLO, IL",11,3,3,1483,110519.7400003332,2.564951868283512,3
IN,GARRETT,"GARRETT, IN",14,5,3,1465,86549.6200001214,1.8761846286913089,2
IL,MOUNT MORRIS,"MOUNT MORRIS, IL",1,1,1,1464,25711.980000216,2.369760822793613,1
IL,LA SALLE,"LA SALLE, IL",10,4,2,1458,98556.060000183,1.9251455518178915,0
IL,WORTH,"WORTH, IL",22,9,3,1445,105382.3100004287,1.8248729590660902,1
IL,MOUNT CARMEL,"MOUNT CARMEL, IL",17,10,5,1434,76060.920000206,2.050350106297752,0
IL,TREMONT,"TREMONT, IL",8,4,1,1430,99567.069999999,2.395788218673595,2
IN,HANOVER,"HANOVER, IN",6,2,3,1430,107710.26999966601,2.090130461042417,1
IN,OTTERBEIN,"OTTERBEIN, IN",13,6,2,1428,93560.520000279,1.7745927818517462,0
IL,LITCHFIELD,"LITCHFIELD, IL",20,13,4,1427,94543.919999958,1.8784807750606451,0
IL,LACON,"LACON, IL",6,4,3,1425,68743.77000041399,1.0634445553208822,0
IN,GEORGETOWN,"GEORGETOWN, IN",7,7,2,1420,26537.040000107,2.5849080077070474,0
IL,MINONK,"MINONK, IL",2,2,2,1401,22590.799999339,3.8199604638496836,1
IN,NASHVILLE,"NASHVILLE, IN",8,5,2,1361,84951.200000225,1.7927095093871714,1
IL,STICKNEY,"STICKNEY, IL",10,3,2,1358,107531.230000419,2.043073002992174,1
IL,ROCK FALLS,"ROCK FALLS, IL",7,3,2,1356,88943.070000159,1.715655929566852,1
IL,GENOA,"GENOA, IL",14,6,3,1309,83380.4300000735,1.7082159057388364,1
IL,LE ROY,"LE ROY, IL",3,2,2,1302,41208.920000212,2.495288977246921,1
IN,FLORA,"FLORA, IN",8,2,2,1301,104451.959998615,1.9479247751503315,2
IL,SCHILLER PARK,"SCHILLER PARK, IL",3,2,2,1296,47575.789999721,1.5089257674537915,2
IL,ARLINGOTN HEIGHTS,"ARLINGOTN HEIGHTS, IL",1,1,1,1291,25371.289999893,3.1275471559328096,1
IN,MITCHELL,"MITCHELL, IN",7,3,2,1285,83834.47999983799,1.5419376167732317,1
IL,RIVERWOODS,"RIVERWOODS, IL",8,5,2,1270,99544.729999995,1.3460308734888198,1
IL,CARPENTERSVILLE,"CARPENTERSVILLE, IL",6,5,2,1262,28862.239999734,2.2110169788597203,1
IN,OSSIAN,"OSSIAN, IN",7,4,3,1259,63287.870000099,1.7832666143982105,1
IN,VEVAY,"VEVAY, IN",8,3,1,1257,95096.419999945,2.4630211826189674,3
IL,MT STERLING,"MT STERLING, IL",6,4,3,1241,26868.050000192,1.7173517359563142,0
IL,LEBANON,"LEBANON, IL",8,5,2,1237,53466.090000006996,1.0410232815792781,0
IN,TRAIL CREEK,"TRAIL CREEK, IN",1,1,1,1227,19611.129999945,2.6933464559978444,1
IL,ELBURN,"ELBURN, IL",4,3,3,1218,25335.080000061,2.6639360357851025,0
IL,BRIMFIELD,"BRIMFIELD, IL",4,2,1,1178,83869.229999717,2.6024202170024004,1
IL,EAST MOLINE,"EAST MOLINE, IL",13,7,3,1174,91816.049999486,1.795071536763114,2
IN,DALEVILLE,"DALEVILLE, IN",12,4,2,1174,83487.6400000858,1.618415010396787,1
IL,ROXANA,"ROXANA, IL",2,1,2,1165,88834.140000031,3.6967272817996184,1
IL,MOUNT STERLING,"MOUNT STERLING, IL",3,3,2,1157,25109.049999837,2.9877351684333204,0
IL,LYONS,"LYONS, IL",6,4,4,1155,24852.630000211,2.775161481133164,0
IL,GRANVILLE,"GRANVILLE, IL",5,2,2,1148,84107.339999702,2.3582553485708058,1
IL,ALEDO,"ALEDO, IL",9,5,4,1143,74272.069999738,1.7104746505478952,1
IN,TRAFALGAR,"TRAFALGAR, IN",9,4,1,1136,69509.660000068,1.900796848351659,1
IN,FORT BRANCH,"FORT BRANCH, IN",9,5,3,1135,77499.4599999578,2.1083277638942985,1
IL,SHERMAN,"SHERMAN, IL",8,3,2,1133,90992.820000436,4.669883379399903,2
IL,INGLESIDE,"INGLESIDE, IL",11,3,4,1130,99607.7700000624,3.89784946246758,1
IN,NEW PARIS,"NEW PARIS, IN",8,3,1,1125,78665.180000101,1.857660719011947,1
IL,TRENTON,"TRENTON, IL",6,3,3,1121,63558.460000162,1.450448531240879,0
IL,MOUNT CARROLL,"MOUNT CARROLL, IL",3,2,2,1116,39306.040000152,1.970200733377084,0
IL,PECATONICA,"PECATONICA, IL",2,2,2,1114,25184.840000192,3.4725795184048733,0
IN,GAS CITY,"GAS CITY, IN",7,3,1,1114,68658.740000217,1.6702719029470705,1
IN,CICERO,"CICERO, IN",8,4,3,1103,79454.440000143,2.621533699459839,1
IL,SENECA,"SENECA, IL",6,3,1,1102,83155.040000248,2.2535989050360428,2
IL,ROCHESTER,"ROCHESTER, IL",13,5,3,1100,84666.8999997598,2.3839684816045628,0
IN,BAINBRIDGE,"BAINBRIDGE, IN",12,6,1,1094,64326.88999991,1.4265479530642016,0
IL,MILAN,"MILAN, IL",12,6,2,1088,70685.879999891,1.8545929702979556,0
IL,NEOGA,"NEOGA, IL",5,2,1,1084,57870.149999773,1.9183008044141034,0
IL,CHICAGO HTS,"CHICAGO HTS, IL",4,1,2,1081,62038.939999643,1.9229533101848433,1
IL,CHESTER,"CHESTER, IL",18,10,5,1080,79619.1500002537,3.0424107512240264,0
IL,CISSNA PARK,"CISSNA PARK, IL",1,1,1,1059,17327.720000087997,10.050610705389325,1
IN,INDIANAPOLLIS,"INDIANAPOLLIS, IN",3,1,2,1055,70253.149999989,1.4261552632174885,1
IL,CAIRO,"CAIRO, IL",2,1,1,1048,66379.139999774,2.294524775138144,2
IL,FOX RIVER GRV,"FOX RIVER GRV, IL",4,1,2,1045,63524.540000569,2.0960965442249933,1
IN,FT. WAYNE,"FT. WAYNE, IN",1,1,1,1028,16709.51000048,2.550064292781964,0
IN,VERSAILLES,"VERSAILLES, IN",10,4,4,1024,49683.349999967,1.728300812029458,0
IN,LYNNVILLE,"LYNNVILLE, IN",7,3,1,1022,73312.839999777,1.6712188129641172,1
IN,PETERSBURG,"PETERSBURG, IN",11,6,2,1019,65957.769999982,1.6435175866172982,0
IL,WAPELLA,"WAPELLA, IL",1,1,1,1009,16634.54999987,2.5705863224655743,0
IL,MT VERNON,"MT VERNON, IL",8,4,3,999,64498.700000416,1.1604331993126205,0
IN,BLOOMFIELD,"BLOOMFIELD, IN",6,4,2,986,54436.109999954,2.467739998710475,2
IL,BEVERLY,"BEVERLY, IL",1,1,1,984,16167.439999752,1.422221971537035,0
IN,HAGERSTOWN,"HAGERSTOWN, IN",8,4,1,983,57056.139999957006,3.6092307690333008,1
IN,BRISTOW,"BRISTOW, IN",5,2,2,971,69320.5300000454,1.8163692252009382,1
IN,SPEEDWAY,"SPEEDWAY, IN",2,1,1,968,68396.260000237,1.2996679653940746,1
IL,LEXINGTON,"LEXINGTON, IL",3,1,1,943,77726.270000203,2.054923772974485,1
IL,MONMOUTH,"MONMOUTH, IL",8,6,4,931,68337.060000368,2.4808589873362665,0
IL,MUNSTER,"MUNSTER, IL",1,1,1,929,14010.159999942001,4.613889204127516,0
IL,ORION,"ORION, IL",5,2,2,914,57871.979999975,1.3045704935096687,0
IN,WINAMAC,"WINAMAC, IN",17,7,3,909,54266.550000027004,1.845971543633382,0
IL,MARENGO,"MARENGO, IL",8,4,3,905,67438.01000067679,1.465747389671309,1
IN,RILEY,"RILEY, IN",4,2,1,870,58400.870000179006,1.8587911917072364,1
IL,BRIGHTON,"BRIGHTON, IL",6,3,1,868,60292.290000206995,1.0931751431988956,0
IL,MT. STERLING,"MT. STERLING, IL",1,1,1,868,15770.650000084,4.264319192277073,0
IN,MILFORD,"MILFORD, IN",10,4,1,855,60957.290000025,1.7934002350344733,1
IN,BARGERSVILLE,"BARGERSVILLE, IN",4,2,2,845,31604.040000068,1.9982191910202434,0
IL,ELMWOOD,"ELMWOOD, IL",4,2,1,842,58557.089999712,1.8620740718248077,1
IN,SANTA CLAUS,"SANTA CLAUS, IN",4,2,1,837,58890.759999817994,1.5889776767599926,1
IL,JOLIE,"JOLIE, IL",1,1,1,836,53197.409999799995,1.4380840065981693,1
IN,GOSPORT,"GOSPORT, IN",7,4,3,836,48514.000000068,1.8155560139641531,1
